Text,Text_English,Klasifikasi_NLP,Klasifikasi_NaiveBayes
video bishimiye kongera guhura no gusabana nyuma covid-19 via,video happy to meet again and socialize after covid-1' via,Positif,Positif
mudah lapar ehhhh tibe salahkan covid,easy to get hungry ehhhh tibe blame covid,Positif,Netral
saya still xkena covid walaupun orang sebelah kiri kanan saya positive covid takut betul saya,"i still don't get covid even though the people on my left and right are positive for covid, i'm really scar",Positif,Positif
covid-19 peningkatan kes rakyat tidak perlu bimbang - dari  noor azmi,covid-1' increasing cases people do not need to worry - from noor azmi,Netral,Netral
demam batuk sakit tekak pstu sakit badan  macam  covid nk bangun pn siksa nk tido pn siksa mati jela,fever cough sore throat pstu body aches like covid want to wake up even torture want to sleep even torture die just di,Netral,Netral
kena covid pon otak saya deh  memang  slow,"got covid, my brain is really slow",Negatif,Negatif
video bishimiye kongera guhura no gusabana nyuma covid-19 via,video happy to meet again and socialize after covid-1' via,Positif,Positif
pernah kena covid unvaccinated masih steady rasa macam biasa,"i've had covid unvaccinated, still stable, feels like norm",Netral,Netral
hari seseorang sejak pertama saya mengenalnya tidak pernah mengeluh sakit bahkan gelombang covid datang masih berdiri akhirnya batasnya datang hari suhu tubuhnya celcius saya cukup kaget kupilih datang membawa jus apel paracetamol san termometer,the day someone since i first knew him never complained of being sick even the wave of covid came still standing finally the limit came the day his body temperature was celsius i was quite surprised i chose to come bring apple juice paracetamol san thermomet,Negatif,Negatif
my sister post covid effect dia tak boleh minum kopi sbb rasa bau jadi  kurang enak,my sister post covid effect she can't drink coffee because it smells so bad,Negatif,Negatif
yeps apa disampaikan vt mah komplen soal produk bukan menghujat balik tadi kalau  nilai dikeluarkan = hasil diterima wajar perkara unit kan paling lihat pas kondisi aman,"yes, what was conveyed by vt mah complaining about the product, not blaspheming back earlier.",Netral,Netral
alhamdulillahh pernah kena covid tak teruk lepas baik itu  elok je,"alhamdulillah, i've had covid, it's not bad, then it's fine, that's fin",Positif,Positif
kena covid bulan september until now kengkadang rasa berkahak,"i had covid in september until now, sometimes i feel like cough",Netral,Netral
tidak tahu korban covid tidak tahu apa apa tidak tahu saya  kudet,don't know covid victims don't know anything don't know i have a coup,Netral,Netral
rapihan pas acara mereka covid asli rapih pecah sangat  dibanding,tidied up when their event was original covid neatly broken very compar,Positif,Positif
harga dibayar kalau  sesuai hasil diterima wajar kalau  nilai dikeluarkan hasil diterima banyak kekurangan tidak  wajar dengan  dalih masih garansi tetap  saja  tidak  masuk,the price is paid if according to the result received it is reasonable if the value issued the result is received lots of unreasonable deficiencies under the pretext of still being under warranty it still doesn't work,Positif,Positif
tanya tak pernah kena covid ini  sejenis rare,"ask if you've never had covid, this is kind of rar",Positif,Positif
baca side effect orang lepas positif covid ingatkan saya seorang  je kena,"read the side effects of people who tested positive for covid, remind me that i'm the only one affect",Positif,Positif
youtuber bule indonesia saya  tidak  mau sebut nama sini dia sakit dia video dia kayaknya dia kena covid dia tidak  mau ambil tes dia jalan-jalan tanpa masker kemana-mana batuk-batuk videonya,indonesian caucasian youtuber i don't want to say my name here he's sick he's in a video he looks like he got covid he doesn't want to take a test he's walking around without a mask everywhere coughing in the video,Negatif,Negatif
malas buat kerja haha tak tahu  la ini  covid tak,lazy to work haha i don't know if this is covid or not,Negatif,Negatif
kerap sakit dulu kita paling payah anak sakit lepas kena covid kerap benor sakit abah mama sama plusssss cepat lupa yer,"i often get sick first, it's the worst when the child gets sick after covid",Negatif,Negatif
semoga cepat sembuh fiq sudah  check covid test kena paksa minum air kosong fiq kalau  panas sangat  badan kerap mandi basahkn badan tahu  xmkn xpe tapi  minum is must rest well fiw,i hope you get well soon fiq i have checked the covid test i have to drink plain water fiq if it is very hot the body often takes a bath and gets wet the body knows how much xpe but drinking is must rest well fiw,Positif,Positif
dulu bersin banyak susah betul anak selsema lepas kena covid bersin terus berair2 hidung pastu kena pakai spray sinus,"i used to sneeze a lot and it was really hard. when i got a cold, after i got covid, i sneezed and my nose was running, so i had to use a sinus spray",Negatif,Negatif
batuk macam anak mati dia time datang covid since march yaaa,he coughed like a dead child when he came with covid since march yeah,Negatif,Negatif
bersuara,speak up,Netral,Netral
semalam  tertengok film laal singh chaddha remake film forest gump rupa2nya dorang ambik tahun anak develop this film tahun  adapting the script tahun  untuk  purchase remake rightstambah production tangguh sbb covid-19 hasilnya ; very heartwarming story,"last night i saw the film laal singh chaddha remake film forest gump, it seems that dorang has a child's year developing this film, adapting the script, for purchase remake rights, the production is tough due to the covid-1' result' very heartwarming stori",Negatif,Positif
kene covid deh  dekat and sekarang  masalah paru ii plus tak deh  asthma terus adacepat sangat penat,"well, covid is close and now there's lung problems ii plus no, asthma keeps getting very tired fast",Negatif,Negatif
saking ngenanya saya curcol status saya saya kejadian benar-benar  sudah  lama sekali  kayaknya tahun lalu tidak  salah soalnya saya masih kuliah waktu beberapa saya sengaja mampir buat beli air mineral dibapaknya selama covid beliau sudah  tidak  jualan,"i was so curious about my status that it really happened a long time ago, i think last year was not wrong, because i was still in college.",Positif,Negatif
saya sokong ph pn setuju statement kobkn msia je dunia terkena benda samakat us lagi  teruk dari  msia jangan  lupa sapa bagi  border terus buka semasa covid tengah  teruk china,"i support you and i agree with the statement, why is it that the world has been hit by something that is dying, and it is worse than that, don't forget who told the border to keep open when covid is bad in china",Negatif,Negatif
ditambah obat covid anjing,plus dog covid medicin,Netral,Netral
tak apa side effect masa kena covid itu  tengah mengandung cepat letih sangat-sangat compare masa ngandung first dulu,"there is no side effect when you get covid and you are pregnant, you get very tired very quickly compared to when you were pregnant for the first tim",Positif,Positif
selalu sakit dada kadang en rasa sempit dada kena covid elok ja,"i always have a chest pain, sometimes i feel like my chest is tight because of covid, it's good",Positif,Negatif
setelah kasus akhir-akhir brigadir bjorka kanjuruhan leslar lainnya covid kok hilang tidak  kabar,"after the recent case of brigadier bjorka, the other leslar's suggestions for covid, how come it disappeared, no new",Negatif,Negatif
baik baaikk covid mah sudah  sehat cuma hari ajatp,"it's okay, covid, i'm healthy, it's just an ajatp day",Positif,Positif
saya menggunakan paradigma agama islam biarawati tidak  tahu  paradigma apa orang paham baik buruk dia cenderung memahami vaksin covid buruk semua terpulang paradigma apa kita pakai scientisme termasuk agama baru,"i use the paradigm of the islamic religion, the nun does not know what paradigm people understand, good or bad, she tends to understand the covid vaccine is bad, it all depends on what paradigm we use, scientism, including the new religion",Negatif,Negatif
teruk covid demam kalini,severe covid fever this tim,Netral,Netral
senang dapat penyakit sebulan sekali mesti sakit bulan ini  positive covid for the second time,happy to get sick once a month must be sick this month positive covid for the second tim,Negatif,Positif
kasus covid-19 melonjak diskes kukar beri peringatan,"covid-1' cases soar, disk exchanges give a warn",Netral,Netral
literally setaun sekali sakit2020 tipes2021 covid2022 demam flu batuk,literally one year sick 2020 type 2021 covid 2022 cough flu fev,Negatif,Netral
curhat warga china lockdown ganda akibat lonjakan kasus covid-19,confided in chinese citizens on a double lockdown due to a spike in covid-1' cas,Negatif,Netral
pelupa otak jadik slow originally memang  sudah  slow tapi  lps covid ini  makin menjadi slow nk process ye,"forgetfulness of the brain becomes slow originally, it's already slow, but after this covid, the process is getting slower, right?",Positif,Negatif
bahaya betul efek covid satu ini ,this covid effect is really danger,Positif,Netral
salam nep saya tak pernah positif covid sekian,"greetings, nep, i have never been positive for covid",Positif,Positif
halo berikut kami sampaikan update perkembangan covid-19 per oktober kabupaten magetan ingat penyebaran covid-19 masih berlangsung tengah masyarakat kita bisa mengendalikan bekerja bersama saling mendukung satu sama,"hello, here we are giving you an update on the development of covid-1' as of october, magetan regency, remember that the spread of covid-1' is still ongoing in society, we can control it, work together, support each oth",Netral,Netral
pandemi covid-19 belum selesai masyarakat diimbau terapkan protokolkesehatan,"the covid-1' pandemic has not ended, the community is urged to implement health protocol",Netral,Netral
saya sudah  close contact masih bebas paling latest close contact nurse demam bukan covid saya ditakdirkan stay negative,"i have closed contact, still free, the most recent close contact, nurse, fever, not covid, i am destined to stay neg",Positif,Positif
alhamdulillah sudah  takde side effect paling2 sebulan lepas kena covid rasa cepat penat and sesak nafas sikit,"alhamdulillah, there are no side effects since at least 2 months ago, i got tired of covid and felt a little short of breath",Negatif,Negatif
baby saya  positif covid masa umur hari tahu  side effect dia masa covid dia  selsema teruk block hidung kulit punggung supersensitive if terlebih buang air besar misalnya terus melecet luka sekarang  kesan ini ,"my baby is positive for covid, when he is old, he knows the side effect when he is covid, he has a bad cold, blocked nose, the skin on his back is super sensitive, if he defecates too much, for example, the wound continues to chafe now, this is the effect",Negatif,Negatif
